FECHA,Diseño de la Mezcla,Zona,Volumen (m3),TURNO,Humedad arena (%),Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
1/12/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3.0,DIA,0.055,4810.0,0.0,1540.0,430.0,25.8,9.0,3.0,0.0,0.0,12.0
1/12/2023,Shotcrete-35MPa-Development,ZONA_IL2802,4.0,DIA,0.055,4170.0,3360.0,1440.0,450.0,8.6,8.6,0.0,0.0,0.0,0.0
1/13/2023,Shotcrete-35MPa-Development,ZONA_GD8009,3.0,DIA,0.054,4800.0,0.0,1540.0,440.0,25.8,9.0,3.0,0.0,0.0,12.0
1/13/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3.0,DIA,0.054,4800.0,0.0,1540.0,440.0,25.8,9.0,3.0,0.0,0.0,12.0
1/14/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,1.0,DIA,0.095,1670.0,0.0,513.0,75.0,8.6,3.0,1.0,0.0,0.0,4.0
1/14/2023,Concrete-21 Mpa ,PASTE PLANT - REPLANTILLO,2.0,DIA,0.084,2250.0,1630.0,640.0,190.0,3.8,3.8,0.0,0.0,0.0,0.0
1/15/2023,DIS_BI322,ZONA_IL2802,4.0,DIA,0.06,4210.0,3350.0,1440.0,420.0,8.6,8.6,0.0,0.0,0.0,0.0
1/15/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6.0,DIA,0.06,9660.0,0.0,3080.0,820.0,51.6,18.0,6.0,0.0,0.0,24.0
1/15/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3.5,NOCHE,0.072,5700.0,0.0,1800.0,400.0,30.1,10.5,3.5,0.0,0.0,14.0
1/16/2023,DIS_BI322,ZONA_IL2802,3.0,DIA,0.066,3160.0,2520.0,1080.0,300.0,6.5,6.5,0.0,0.0,0.0,0.0
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 1170 BODEGA 2,6.0,DIA,0.066,9720.0,0.0,3080.0,760.0,51.6,18.0,6.0,0.0,0.0,0.0
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 11 70 BODEGA #2,6.0,NOCHE,0.058,9640.0,0.0,3080.0,830.0,51.6,18.0,6.0,0.0,0.0,0.0
1/17/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6.0,DIA,0.056,9620.0,0.0,3080.0,870.0,51.6,18.0,6.0,0.0,0.0,24.0
1/18/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,3.0,NOCHE,0.056,4810.0,0.0,1540.0,420.0,25.8,9.0,3.0,0.0,0.0,12.0
1/18/2023,DIS_BI322,ZONA_BG7158,4.0,NOCHE,0.056,4170.0,3360.0,1440.0,480.0,8.6,8.6,0.0,0.0,0.0,0.0
1/18/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3.0,NOCHE,0.06,4830.0,0.0,1540.0,410.0,25.8,9.0,3.0,0.0,0.0,12.0
1/19/2023,Shotcrete-35MPa-Development,ZONA_BP8104,3.0,DIA,0.089,4970.0,0.0,1540.0,250.0,25.8,9.0,3.0,0.0,0.0,12.0
1/19/2023,Shotcrete-35MPa-Development,ZONA_XY5255,3.0,DIA,0.089,4970.0,0.0,1540.0,250.0,25.8,9.0,3.0,0.0,0.0,12.0
1/19/2023,Shotcrete-35MPa-Development,ZONA_LY3539,3.0,DIA,0.08,4920.0,0.0,1540.0,310.0,25.8,9.0,3.0,0.0,0.0,12.0
1/19/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,3.0,DIA,0.08,4920.0,0.0,1540.0,310.0,25.8,9.0,3.0,0.0,0.0,12.0
1/20/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3.0,DIA,0.063,4850.0,0.0,1540.0,390.0,25.8,9.0,3.0,0.0,0.0,12.0
1/20/2023,Shotcrete-35MPa-Development,ZONA_OY9486,3.0,DIA,0.063,4850.0,0.0,1540.0,390.0,25.8,9.0,3.0,0.0,0.0,12.0
1/21/2023,Shotcrete-35MPa-Development,ZONA_ES7698,1.0,DIA,0.064,1620.0,0.0,515.0,130.0,8.6,3.0,1.0,0.0,0.0,4.0
1/21/2023,DIS_BI322,ZONA_TP6702,1.0,DIA,0.06,1050.0,840.0,360.0,100.0,2.2,2.2,0.0,0.0,0.0,0.0
1/22/2023,DIS_BI322,ZONA_IL2802,6.0,DIA,0.05,6220.0,5030.0,2160.0,700.0,13.0,13.0,0.0,0.0,0.0,0.0
1/22/2023,Shotcrete-35MPa-Development,ZONA_TV7056,3.0,NOCHE,0.0495,4781.0,0.0,1540.0,450.0,25.8,9.0,3.0,0.0,0.0,12.0
1/23/2023,Shotcrete-35MPa-Development,ZONA_YL3137,3.0,NOCHE,0.05,4780.0,0.0,1540.0,460.0,25.8,9.0,3.0,0.0,0.0,12.0
1/23/2023,DIS_BI322,ZONA_IL2802,3.0,NOCHE,0.05,3108.0,2517.0,1080.0,360.0,6.5,6.5,0.0,0.0,0.0,0.0
1/25/2023,Shotcrete-35MPa-Development,ZONA_TV7056,2.0,NOCHE,0.064,3235.0,0.0,1028.0,255.0,17.2,6.0,2.0,0.0,0.0,8.0
1/26/2023,DIS_BI322,ZONA_UV2789,2.0,NOCHE,0.065,2100.0,1670.0,720.0,200.0,4.3,4.3,0.0,0.0,0.0,0.0
1/27/2023,Concrete-21 Mpa ,ZONA_VM5842,4.0,NOCHE,0.053,4370.0,3250.0,1280.0,370.0,7.7,7.7,0.0,0.0,0.0,0.0
1/28/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,5.0,DIA,0.07,8130.0,0.0,2565.0,600.0,43.0,15.0,5.0,0.0,0.0,20.0
1/28/2023,DIS_BI322,ZONA_BC1429,4.0,DIA,0.05,4150.0,3360.0,1440.0,450.0,8.6,8.6,0.0,0.0,0.0,0.0
1/29/2023,Concrete-21 Mpa ,Mantenimiento de campamento,3.0,DIA,0.0493,3270.0,2440.0,960.0,420.0,5.8,5.8,0.0,0.0,0.0,0.0
1/30/2023,Concrete-10 Mpa ,Escombrera Principal,2.0,DIA,0.05,2480.0,1650.0,420.0,220.0,3.4,2.5,0.0,0.0,0.0,0.0
1/30/2023,Shotcrete-35MPa-Development,ZONA_II9496,6.0,DIA,0.06,9660.0,0.0,3080.0,820.0,51.6,18.0,6.0,0.0,0.0,30.0
1/30/2023,Shotcrete-35MPa-Development,ZONA_II9496,6.0,DIA,0.06,9660.0,0.0,3080.0,820.0,51.6,18.0,6.0,0.0,0.0,30.0
1/30/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6.0,DIA,0.06,9660.0,0.0,3080.0,820.0,51.6,18.0,6.0,0.0,0.0,30.0
1/30/2023,Concrete-25 Mpa ,ZONA_XX9318,1.0,DIA,0.05,1040.0,840.0,360.0,115.0,2.2,2.2,0.0,0.0,0.0,0.0
1/31/2023,Concrete-21 Mpa ,ZONA_BC1429,7.0,DIA,0.049,7620.0,5690.0,2240.0,970.0,13.4,13.4,0.0,0.0,0.0,0.0
1/31/2023,Shotcrete-35MPa-Development,ZONA_II9496,6.0,DIA,0.05,9570.0,0.0,3080.0,920.0,51.6,18.0,6.0,0.0,0.0,30.0
2/2/2023,Concrete-35 Mpa  ,ZONA_BC1429,5.0,DIA,0.045,4840.0,3930.0,2200.0,800.0,13.2,13.2,0.0,0.0,0.0,0.0
2/2/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.045,6200.0,5040.0,2160.0,710.0,13.0,13.0,0.0,0.0,0.0,0.0
2/2/2023,Concrete-35 Mpa  ,ZONA_BC1429,4.0,DIA,0.045,3870.0,3150.0,1700.0,640.0,10.6,10.6,0.0,0.0,0.0,0.0
2/2/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,3.0,NOCHE,0.05,4785.0,0.0,1540.0,445.0,25.8,9.0,3.0,0.0,0.0,15.0
2/2/2023,Shotcrete-35MPa-Development,MINA-KISA 1220 C-127 TAPON,3.0,NOCHE,0.05,4770.0,0.0,1540.0,445.0,25.8,9.0,3.0,0.0,0.0,15.0
2/3/2023,Concrete-10 Mpa  ,ZONA_VM5842,6.0,DIA,0.045,7415.0,4960.0,1260.0,700.0,10.1,7.6,0.0,0.0,0.0,0.0
2/3/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.045,6190.0,5040.0,2160.0,720.0,13.0,13.0,0.0,0.0,0.0,0.0
2/3/2023,Concrete-21 Mpa ,ZONA_YI5008,3.0,NOCHE,0.045,3260.0,2440.0,960.0,390.0,5.8,5.8,0.0,0.0,0.0,0.0
2/3/2023,Shotcrete-35MPa-Development,MINA-KURI 1130 SUB-ESTACIÓN ELECTRICA,2.0,NOCHE,0.045,3175.0,0.0,1026.0,295.0,17.2,6.0,2.0,0.0,0.0,10.0
2/4/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.045,6190.0,4980.0,2160.0,770.0,13.0,13.0,0.0,0.0,0.0,0.0
2/4/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.045,6190.0,4980.0,2160.0,770.0,13.0,13.0,0.0,0.0,0.0,0.0
2/5/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.06,6280.0,4910.0,2160.0,740.0,13.0,13.0,0.0,0.0,0.0,0.0
2/5/2023,DIS_BI322,ZONA_II9496,3.0,NOCHE,0.067,3160.0,2450.0,1080.0,340.0,6.5,6.5,0.0,0.0,0.0,0.0
2/6/2023,Concrete-25 Mpa  ,ZONA_YI5008,2.0,DIA,0.07,2120.0,1640.0,720.0,230.0,4.3,4.3,0.0,0.0,0.0,0.0
2/6/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.07,6340.0,4910.0,2160.0,670.0,13.0,13.0,0.0,0.0,0.0,0.0
2/7/2023,Concrete-35 Mpa  ,ZONA_BC1429,4.0,DIA,0.07,3941.0,3068.0,1760.0,620.0,10.6,10.6,0.0,0.0,0.0,0.0
2/8/2023,Shotcrete-35MPa-Development,ZONA_EI1519,3.0,DIA,0.062,4867.0,0.0,1540.0,360.0,25.8,9.0,3.0,0.0,0.0,15.0
2/8/2023,Shotcrete-35MPa-Development,ZONA_AO0559,6.0,NOCHE,0.062,9680.0,0.0,3080.0,790.0,51.6,18.0,6.0,0.0,0.0,30.0
2/9/2023,Concrete-10 Mpa  ,ZONA_EC3721,5.0,DIA,0.056,6244.0,4027.0,1050.0,600.0,8.4,6.3,0.0,0.0,0.0,0.0
2/9/2023,Concrete-10 Mpa  ,ZONA_EC3721,5.0,DIA,0.056,6244.0,4027.0,1050.0,600.0,8.4,6.3,0.0,0.0,0.0,0.0
2/9/2023,Concrete-35 Mpa  ,ZONA_BC1429,2.0,DIA,0.06,1961.0,1534.0,880.0,320.0,5.3,5.3,0.0,0.0,0.0,0.0
2/9/2023,Concrete-35 Mpa  ,ZONA_BC1429,1.0,DIA,0.06,981.0,767.0,440.0,150.0,2.6,2.6,0.0,0.0,0.0,0.0
2/9/2023,Shotcrete-35MPa-Development,ZONA_MW3299,6.0,NOCHE,0.064,9700.0,0.0,3080.0,780.0,51.6,18.0,6.0,0.0,0.0,30.0
2/9/2023,Shotcrete-35MPa-Development,ZONA_UR5654,6.0,NOCHE,0.064,9700.0,0.0,3080.0,780.0,51.6,18.0,6.0,0.0,0.0,30.0
2/10/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.059,6270.0,4909.0,2160.0,750.0,13.0,13.0,0.0,0.0,0.0,0.0
2/11/2023,DIS_BI322,ZONA_II9496,6.0,NOCHE,0.068,6320.0,4910.0,2160.0,680.0,13.0,13.0,0.0,0.0,0.0,0.0
2/11/2023,Shotcrete-35MPa-Development,ZONA_BP8104,6.0,NOCHE,0.07,9750.0,0.0,3080.0,700.0,51.6,18.0,6.0,0.0,0.0,30.0
2/12/2023,DIS_BI322,ZONA_II9496,6.0,NOCHE,0.08,6400.0,4910.0,2160.0,580.0,13.0,13.0,0.0,0.0,0.0,0.0
2/13/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.068,6324.0,4909.0,2160.0,670.0,13.0,13.0,0.0,0.0,0.0,0.0
2/13/2023,DIS_BI322,ZONA_II9496,4.0,NOCHE,0.06,4190.0,3270.0,1440.0,480.0,8.6,8.6,0.0,0.0,0.0,0.0
2/14/2023,DIS_BI322,ZONA_II9496,6.0,NOCHE,0.062,6290.0,4910.0,2160.0,680.0,13.0,13.0,0.0,0.0,0.0,0.0
2/15/2023,Shotcrete-35MPa-Development,ZONA_MW3299,6.0,DIA,0.0606,10117.0,0.0,2850.0,700.0,0.0,0.0,3.0,35.6,0.0,30.0
2/15/2023,Shotcrete-35MPa-Development,ZONA_AO0559,6.0,NOCHE,0.062,9680.0,0.0,3080.0,790.0,51.6,18.0,6.0,0.0,0.0,30.0
2/15/2023,DIS_BI322,ZONA_II9496,6.0,NOCHE,0.062,6290.0,4910.0,2160.0,680.0,13.0,13.0,0.0,0.0,0.0,0.0
2/15/2023,DIS_BI322,ZONA_II9496,6.0,NOCHE,0.062,6290.0,4910.0,2160.0,680.0,13.0,13.0,0.0,0.0,0.0,0.0
2/16/2023,DIS_BI322,ZONA_II9496,4.0,DIA,0.0653,4205.0,3273.0,1440.0,470.0,8.6,8.6,0.0,0.0,0.0,0.0
2/16/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6.0,DIA,0.0653,10137.0,0.0,2700.0,650.0,0.0,0.0,2.7,33.8,0.0,30.0
2/16/2023,DIS_BI322,ZONA_II9496,1.5,DIA,0.0653,1577.0,1230.0,540.0,180.0,3.2,3.2,0.0,0.0,0.0,0.0
2/17/2023,DIS_BI322,ZONA_II9496,3.0,NOCHE,0.052,3120.0,2450.0,1080.0,370.0,6.5,6.5,0.0,0.0,0.0,0.0
2/17/2023,Shotcrete-35MPa-Development,ZONA_VH7268,6.0,NOCHE,0.052,9590.0,0.0,3080.0,880.0,51.6,18.0,6.0,0.0,0.0,30.0
2/18/2023,Shotcrete-35MPa-Development,ZONA_PC5660,3.0,DIA,0.052,4793.0,0.0,1540.0,440.0,25.8,9.0,3.0,0.0,0.0,15.0
2/18/2023,DIS_BI322,ZONA_HD2945,2.5,NOCHE,0.05,2590.0,2050.0,900.0,300.0,5.4,5.4,0.0,0.0,0.0,0.0
2/18/2023,DIS_BI322,ZONA_HG5530,1.5,NOCHE,0.05,1550.0,1230.0,540.0,190.0,3.2,3.2,0.0,0.0,0.0,0.0
2/19/2023,Shotcrete-35MPa-Development,ZONA_RU0497,2.0,DIA,0.056,3208.0,0.0,1026.0,280.0,17.2,6.0,2.0,0.0,0.0,10.0
2/19/2023,DIS_BI322,ZONA_II9496,2.5,NOCHE,0.053,2600.0,2050.0,900.0,350.0,5.4,5.4,0.0,0.0,0.0,0.0
2/20/2023,Shotcrete-35MPa-Development,ZONA_RY2764,3.0,DIA,0.052,4793.0,0.0,1540.0,440.0,25.8,9.0,3.0,0.0,0.0,18.0
2/20/2023,Concrete-21 Mpa ,ZONA_DN5915,2.0,DIA,0.05,2180.0,1587.0,640.0,320.0,3.8,3.8,0.0,0.0,0.0,0.0
2/21/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6.0,DIA,0.068,9740.0,0.0,3080.0,760.0,51.6,18.0,6.0,0.0,0.0,30.0
2/22/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6.0,DIA,0.061,9670.0,0.0,3080.0,825.0,51.6,18.0,6.0,0.0,0.0,30.0
2/22/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6.0,DIA,0.061,9670.0,0.0,3080.0,825.0,51.6,18.0,6.0,0.0,0.0,30.0
2/23/2023,Concrete-35 Mpa  ,ZONA_BC1429,7.0,DIA,0.065,6900.0,5370.0,3080.0,1120.0,18.5,18.5,0.0,0.0,0.0,0.0
2/23/2023,Concrete-35 Mpa  ,ZONA_BC1429,7.0,DIA,0.065,6900.0,5370.0,3080.0,1120.0,18.5,18.5,0.0,0.0,0.0,0.0
2/23/2023,Concrete-35 Mpa  ,ZONA_BC1429,7.0,DIA,0.065,6900.0,5370.0,3080.0,1130.0,18.5,18.5,0.0,0.0,0.0,0.0
2/23/2023,Concrete-35 Mpa  ,ZONA_BC1429,7.0,DIA,0.065,6900.0,5370.0,3080.0,1130.0,18.5,18.5,0.0,0.0,0.0,0.0
2/23/2023,Concrete-35 Mpa  ,ZONA_BC1429,7.0,DIA,0.065,6900.0,5370.0,3080.0,1120.0,18.5,18.5,0.0,0.0,0.0,0.0
2/23/2023,Concrete-35 Mpa  ,ZONA_BC1429,5.0,DIA,0.065,4930.0,3840.0,2200.0,810.0,13.2,13.2,0.0,0.0,0.0,0.0
2/24/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.071,6350.0,4910.0,2160.0,680.0,13.0,13.0,0.0,0.0,0.0,0.0
2/24/2023,Shotcrete-35MPa-Development,ZONA_ND6681,6.0,DIA,0.071,9760.0,0.0,3080.0,730.0,51.6,18.0,6.0,0.0,0.0,30.0
2/25/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.065,6310.0,5010.0,2160.0,640.0,13.0,13.0,0.0,0.0,0.0,0.0
2/26/2023,DIS_BI322,ZONA_II9496,5.0,DIA,0.065,5255.0295,4174.015,1800.0,500.9555,10.8,10.8,0.0,0.0,0.0,0.0
2/28/2023,DIS_JN153,ZONA_BC1429,3.5,DIA,0.092,3702.4806,2868.943,1365.0,349.8264,9.555,7.0,0.0,0.0,0.0,0.0
2/28/2023,DIS_JN153,ZONA_BC1429,4.5,DIA,0.092,4760.3322,3688.641,1755.0,449.7768,12.285,9.0,0.0,0.0,0.0,0.0
3/1/2023,DIS_WZ815,ZONA_ZR4389,6.0,DIA,0.073,9780.81,0.0,3078.0,599.19,51.6,18.0,6.0,0.0,0.0,30.0
3/1/2023,DIS_WZ815,ZONA_ZR4389,6.0,NOCHE,0.075,9799.41,0.0,3078.0,580.59,51.6,18.0,6.0,0.0,0.0,30.0
3/2/2023,DIS_WZ815,ZONA_KZ9739,6.0,DIA,0.062,9678.51,0.0,3078.0,701.49,51.6,18.0,6.0,0.0,0.0,30.0
3/2/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.062,6287.9094,5008.818,2160.0,619.2726,12.96,12.96,0.0,0.0,0.0,0.0
3/2/2023,DIS_WZ815,ZONA_KZ9739,3.0,NOCHE,0.06,4829.955,0.0,1539.0,360.045,25.8,9.0,3.0,0.0,0.0,15.0
3/2/2023,DIS_WZ815,ZONA_OL0890,3.0,NOCHE,0.06,4829.955,0.0,1539.0,360.045,25.8,9.0,3.0,0.0,0.0,15.0
3/2/2023,DIS_BI322,ZONA_II9496,3.0,NOCHE,0.06,3137.9127,2504.409,1080.0,315.6783,6.48,6.48,0.0,0.0,0.0,0.0
3/3/2023,DIS_MU573,ZONA_BD1084,7.0,DIA,0.063,7342.9433,5843.621,2520.0,715.4357,15.12,15.12,0.0,0.0,0.0,0.0
3/3/2023,DIS_MU573,ZONA_BD1084,8.0,DIA,0.063,8391.9352,6678.424,2880.0,817.6408,17.28,17.28,0.0,0.0,0.0,0.0
3/4/2023,DIS_BI322,ZONA_II9496,6.0,DIA,0.079,6390.6234,5008.818,2160.0,516.5586,12.96,12.96,0.0,0.0,0.0,0.0
3/4/2023,DIS_MU573,ZONA_BD1084,8.0,DIA,0.079,8520.8312,6678.424,2880.0,688.7448,17.28,17.28,0.0,0.0,0.0,0.0
3/4/2023,DIS_MU573,ZONA_BD1084,8.0,DIA,0.079,8520.8312,6678.424,2880.0,688.7448,17.28,17.28,0.0,0.0,0.0,0.0
3/4/2023,DIS_MU573,ZONA_BD1084,8.0,DIA,0.079,8520.8312,6678.424,2880.0,688.7448,17.28,17.28,0.0,0.0,0.0,0.0
3/4/2023,DIS_MU573,ZONA_BD1084,8.0,DIA,0.073,8472.4952,6678.424,2880.0,737.0808,17.28,17.28,0.0,0.0,0.0,0.0
3/4/2023,DIS_UE958,ZONA_BC1429,4.0,DIA,0.073,3971.2192,3129.756,1760.0,539.8248,10.56,10.56,0.0,0.0,0.0,0.0
3/5/2023,DIS_MU573,ZONA_BD1084,8.0,DIA,0.074,8480.5512,6678.424,2880.0,729.0248,17.28,17.28,0.0,0.0,0.0,0.0
3/5/2023,DIS_MU573,ZONA_BD1084,8.0,DIA,0.074,8480.5512,6678.424,2880.0,729.0248,17.28,17.28,0.0,0.0,0.0,0.0
3/5/2023,DIS_BI322,ZONA_II9496,4.5,DIA,0.074,4770.31005,3756.6135,1620.0,410.07645,9.72,9.72,0.0,0.0,0.0,0.0
3/5/2023,DIS_WZ815,ZONA_ER1992,3.0,NOCHE,0.074,4895.055,0.0,1539.0,294.945,25.8,9.0,3.0,0.0,0.0,15.0
3/5/2023,DIS_BI322,ZONA_KI9289,6.0,NOCHE,0.074,6360.4134,5008.818,2160.0,546.7686,12.96,12.96,0.0,0.0,0.0,0.0
3/6/2023,DIS_YV593,ZONA_BC1429,3.0,DIA,0.0718,3337.4385,2428.884,960.0,350.6775,5.76,5.76,0.0,0.0,0.0,0.0
3/6/2023,DIS_YV593,ZONA_BC1429,3.0,DIA,0.0718,3337.4385,2428.884,960.0,350.6775,5.76,5.76,0.0,0.0,0.0,0.0
3/7/2023,DIS_WZ815,ZONA_XP1422,6.0,DIA,0.06,9659.91,0.0,3078.0,720.09,51.6,18.0,6.0,0.0,0.0,30.0
3/7/2023,DIS_BI322,ZONA_CF5926,6.0,NOCHE,0.058,6263.7414,5008.818,2160.0,643.4406,12.96,12.96,0.0,0.0,0.0,0.0
3/8/2023,DIS_UE958,ZONA_BC1429,3.0,DIA,0.059,2938.7664,2347.317,1320.0,444.5166,7.92,7.92,0.0,0.0,0.0,0.0
3/9/2023,DIS_JN153,ZONA_OF3711,2.0,DIA,0.051,2034.6872,1639.396,780.0,280.9168,5.46,4.0,0.0,0.0,0.0,0.0
3/10/2023,DIS_WZ815,ZONA_CI7109,6.0,DIA,0.08,9845.91,0.0,3078.0,534.09,51.6,18.0,6.0,0.0,0.0,30.0
3/10/2023,DIS_JN153,ZONA_OF3711,2.5,DIA,0.08,2614.989,2049.245,975.0,279.516,6.825,5.0,0.0,0.0,0.0,0.0
3/11/2023,DIS_JN153,ZONA_OF3711,2.5,DIA,0.073,2597.699,2049.245,975.0,296.806,6.825,5.0,0.0,0.0,0.0,0.0
3/11/2023,DIS_WZ815,ZONA_II9496,3.0,NOCHE,0.08,4922.955,0.0,1539.0,267.045,25.8,9.0,0.0,0.0,0.0,0.0
3/12/2023,DIS_JN153,ZONA_OF3711,2.5,DIA,0.068,2585.349,2049.245,975.0,309.156,6.825,5.0,0.0,0.0,0.0,0.0
3/13/2023,DIS_JN153,ZONA_OF3711,2.5,DIA,0.065,2577.939,2049.245,975.0,316.566,6.825,5.0,0.0,0.0,0.0,0.0
3/13/2023,DIS_WZ815,ZONA_II9496,3.0,DIA,0.065,4853.205,0.0,1539.0,336.795,25.8,9.0,0.0,0.0,0.0,0.0
