FECHA,Diseño de la Mezcla,Zona,Volumen (m3),TURNO,Humedad arena (%),Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
1/4/2023,Shotcrete-35MPa-Development,ZONA_ZL4203,6,DIA,0.047,9545,0,3080,985,51.6,18,6,0,0,24
1/4/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,6,DIA,0.047,9540,0,3080,990,51.6,18,6,0,0,24
1/4/2023,Shotcrete-35MPa-Development,ZONA_DF6146,6,NOCHE,0.047,9540,0,3080,950,51.6,18,6,0,0,24
1/4/2023,Shotcrete-35MPa-Development,ZONA_TW5502,6,NOCHE,0.047,9540,0,3080,950,51.6,18,6,0,0,24
1/4/2023,Shotcrete-35MPa-Development,ZONA_FO8784,2,NOCHE,0.047,3200,0,1026,320,17.2,6,2,0,0,8
1/5/2023,Shotcrete-35MPa-Development,ZONA_CV6479,6,DIA,0.05,9575,0,3080,990,51.6,18,6,0,0,24
1/5/2023,Shotcrete-35MPa-Development,ZONA_CV6479,6,DIA,0.05,9570,0,3080,990,51.6,18,6,0,0,24
1/5/2023,Concrete-21 Mpa ,ZONA_BC1429,6,DIA,0.05,6540,4880,1920,820,11.5,11.5,0,0,0,0
1/5/2023,Concrete-21 Mpa ,ZONA_BC1429,6,DIA,0.05,6545,4870,1920,820,11.5,11.5,0,0,0,0
1/5/2023,Concrete-21 Mpa ,ZONA_BC1429,5,DIA,0.05,5450,4040,1600,680,9.6,9.6,0,0,0,0
1/5/2023,Concrete-21 Mpa ,CONTROL DE EROSIÓN,1,DIA,0.05,1060,800,320,130,1.9,1.9,0,0,0,0
1/5/2023,Shotcrete-35MPa-Development,ZONA_BP8104,6,NOCHE,0.05,9570,0,3080,920,51.6,18,6,0,0,24
1/5/2023,Shotcrete-35MPa-Development,ZONA_IN2443,2,NOCHE,0.05,3200,0,1026,310,17.2,6,2,0,0,8
1/5/2023,Shotcrete-35MPa-Development,ZONA_BP8104,4,NOCHE,0.05,6380,0,2054,620,34.4,12,4,0,0,16
1/5/2023,Shotcrete-35MPa-Development,ZONA_LN9540,6,NOCHE,0.05,9570,0,3080,920,51.6,18,6,0,0,24
1/6/2023,Shotcrete-35MPa-Development,ZONA_FO8784,6,DIA,0.046,9535,0,3080,950,51.6,18,6,0,0,24
1/6/2023,Concrete-21 Mpa ,ZONA_BC1429,7,DIA,0.046,7600,5690,2240,925,13.4,13.4,0,0,0,0
1/6/2023,Shotcrete-35MPa-Development,ZONA_FO8784,6,DIA,0.046,9530,0,3080,945,51.6,18,6,0,0,24
1/6/2023,Concrete-21 Mpa ,ZONA_BC1429,1,DIA,0.046,1060,800,320,140,1.9,1.9,0,0,0,0
1/6/2023,Shotcrete-35MPa-Development,ZONA_AW8918,3,DIA,0.046,4765,0,1540,475,25.8,9,3,0,0,12
1/6/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.046,9530,0,3080,940,51.6,18,6,0,0,24
1/6/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.046,9540,0,3080,940,1.6,18,6,0,0,24
1/6/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,6,NOCHE,0.046,9530,0,3080,960,51.6,18,6,0,0,24
1/6/2023,Shotcrete-35MPa-Development,ZONA_ZN2647,5.5,NOCHE,0.046,8730,0,2825,860,47.3,16.5,5.5,0,0,22
1/6/2023,Shotcrete-35MPa-Development,ZONA_WT5710,6,NOCHE,0.046,9530,0,3080,960,51.6,18,6,0,0,24
1/7/2023,Shotcrete-35MPa-Development,ZONA_KC1690,6,DIA,0.048,9550,0,3080,960,51.6,18,6,0,0,24
1/7/2023,Shotcrete-35MPa-Development,ZONA_KC1690,6,DIA,0.048,9545,0,3080,950,51.6,18,6,0,0,24
1/7/2023,Shotcrete-35MPa-Development,ZONA_KC1690,6,DIA,0.048,9555,0,3080,945,51.6,18,6,0,0,24
1/7/2023,Shotcrete-35MPa-Development,ZONA_BP8104,6,DIA,0.048,9550,0,3080,945,51.6,18,6,0,0,24
1/7/2023,Shotcrete-35MPa-Development,ZONA_BP8104,5,NOCHE,0.0526,8000,0,2565,750,43,15,5,0,0,20
1/7/2023,Shotcrete-35MPa-Development,ZONA_MW3299,5.5,NOCHE,0.0526,8800,0,2825,820,47.3,16.5,5.5,0,0,22
1/7/2023,Shotcrete-35MPa-Development,ZONA_ZN2647,6,NOCHE,0.0526,9600,0,3080,900,51.6,18,6,0,0,24
1/8/2023,Shotcrete-35MPa-Development,ZONA_ZN2647,3,DIA,0.049,4780,0,1540,470,25.8,9,3,0,0,12
1/8/2023,Shotcrete-35MPa-Development,ZONA_ZN2647,3,DIA,0.049,4775,0,1540,470,25.8,9,3,0,0,12
1/8/2023,Shotcrete-35MPa-Development,ZONA_ZN2647,6,DIA,0.049,9565,0,3080,940,51.6,18,6,0,0,24
1/8/2023,Concrete-28 Mpa ,ZONA_OF3711,3,DIA,0.049,3050,2470,1170,420,8.2,7,0,0,0,0
1/8/2023,Shotcrete-35MPa-Development,ZONA_KX7900,6,DIA,0.049,9570,0,3080,940,51.6,18,6,0,0,24
1/8/2023,Shotcrete-35MPa-Development,ZONA_KX7900,6,DIA,0.049,9570,0,3080,940,51.6,18,6,0,0,24
1/8/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,NOCHE,0.049,9560,0,3080,940,51.6,18,6,0,0,24
1/8/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3,NOCHE,0.049,4780,0,1540,470,25.8,9,3,0,0,12
1/8/2023,DIS_BI322,ZONA_TJ1679,6,NOCHE,0.049,6210,5040,2160,700,13,13,0,0,0,0
1/8/2023,Shotcrete-35MPa-Development,ZONA_PN2729,6,NOCHE,0.049,9560,0,3080,940,51.6,18,6,0,0,24
1/9/2023,Shotcrete-35MPa-Development,ZONA_PN2729,6,DIA,0.048,9550,0,3080,955,51.6,18,6,0,0,24
1/9/2023,Shotcrete-35MPa-Development,ZONA_PN2729,6,DIA,0.048,9560,0,3080,955,51.6,18,6,0,0,24
1/9/2023,Shotcrete-35MPa-Development,ZONA_MW3299,6,DIA,0.048,9560,0,3080,945,51.6,18,6,0,0,24
1/9/2023,Shotcrete-35MPa-Development,MINA-KISA 1195 C 126,3,DIA,0.048,477,0,1540,470,25.8,9,3,0,0,12
1/9/2023,Shotcrete-35MPa-Development,MINA-KISA 1170 C 128,3,DIA,0.048,4780,0,1540,470,25.8,9,3,0,0,12
1/9/2023,DIS_BI322,ZONA_JX8981,6,NOCHE,0.048,6200,5040,2160,700,13,13,0,0,0,0
1/9/2023,DIS_BI322,ZONA_EV5465,6,NOCHE,0.048,6200,5040,2160,710,13,13,0,0,0,0
1/9/2023,DIS_BI322,ZONA_EV5465,6,NOCHE,0.045,6180,5040,2160,740,13,13,0,0,0,0
1/9/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,6,NOCHE,0.045,9520,0,3080,970,51.6,18,6,0,0,24
1/9/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,3,NOCHE,0.045,4760,0,1540,490,25.8,9,3,0,0,12
1/10/2023,Shotcrete-35MPa-Development,MINA-KISA 1195 C 123,6,DIA,0.041,9490,0,3080,945,51.6,18,6,0,0,24
1/10/2023,Shotcrete-35MPa-Development,MINA-KISA 1195 C 123,6,DIA,0.041,9500,0,3080,945,51.6,18,6,0,0,24
1/10/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.041,9520,0,3080,970,51.6,18,6,0,0,24
1/10/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3,DIA,0.041,4750,0,1540,505,25.8,9,3,0,0,12
1/10/2023,Shotcrete-35MPa-Development,ZONA_ZN2647,3,DIA,0.041,4750,0,1540,505,25.8,9,3,0,0,12
1/10/2023,Shotcrete-35MPa-Development,ZONA_ZN2647,6,NOCHE,0.041,9483,0,3080,980,51.6,18,6,0,0,24
1/10/2023,Shotcrete-35MPa-Development,ZONA_YI8724,6,NOCHE,0.041,9485,0,3080,970,51.6,18,6,0,0,24
1/10/2023,Shotcrete-35MPa-Development,ZONA_TU2502,6,NOCHE,0.041,9480,0,3080,970,51.6,18,6,0,0,24
1/10/2023,Shotcrete-35MPa-Development,ZONA_DK3929,6,NOCHE,0.05,9570,0,3080,910,51.6,18,6,0,0,24
1/11/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6,DIA,0.066,9720,0,3080,770,51.6,18,6,0,0,24
1/11/2023,Shotcrete-35MPa-Development,ZONA_MW3299,6,DIA,0.066,9720,0,3080,770,51.6,18,6,0,0,24
1/11/2023,Shotcrete-35MPa-Development,ZONA_MW3299,6,DIA,0.066,9720,0,3080,770,51.6,18,6,0,0,24
1/11/2023,Shotcrete-35MPa-Development,ZONA_SU0197,6,DIA,0.066,9720,0,3080,770,51.6,18,6,0,0,24
1/11/2023,Shotcrete-35MPa-Development,ZONA_SU0197,6,NOCHE,0.064,9697,0,3080,770,51.6,18,6,0,0,24
1/11/2023,Shotcrete-35MPa-Development,ZONA_SU0197,6,NOCHE,0.064,9695,0,3080,780,51.6,18,6,0,0,24
1/11/2023,Shotcrete-35MPa-Development,ZONA_SU0197,6,NOCHE,0.064,9697,0,3080,780,51.6,18,6,0,0,24
1/12/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.055,9615,0,3080,860,51.6,18,6,0,0,24
1/12/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,3,DIA,0.055,4810,0,1540,430,25.8,9,3,0,0,12
1/12/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3,DIA,0.055,4810,0,1540,430,25.8,9,3,0,0,12
1/12/2023,Shotcrete-35MPa-Development,ZONA_IL2802,4,DIA,0.055,4170,3360,1440,450,8.6,8.6,0,0,0,0
1/12/2023,Shotcrete-35MPa-Development,ZONA_FG2488,6,DIA,0.055,9615,0,3080,870,51.6,18,6,0,0,24
1/12/2023,Shotcrete-35MPa-Development,ZONA_FG2488,6,DIA,0.055,9615,0,3080,880,51.6,18,6,0,0,24
1/12/2023,Shotcrete-35MPa-Development,ZONA_FG2488,5,NOCHE,0.055,8011,0,2565,720,43,15,5,0,0,20
1/12/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,5,NOCHE,0.06,8050,0,2565,680,43,15,5,0,0,20
1/12/2023,Shotcrete-35MPa-Development,ZONA_OE6528,6,NOCHE,0.06,9660,0,3080,820,51.6,18,6,0,0,24
1/12/2023,Shotcrete-35MPa-Development,ZONA_SU0197,6,NOCHE,0.06,9665,0,3080,820,51.6,18,6,0,0,24
1/12/2023,DIS_BI322,ZONA_TP6702,6,NOCHE,0.06,6276,5034,2160,680,13,13,0,0,0,0
1/12/2023,DIS_BI322,ZONA_TP6702,6,NOCHE,0.06,6276,5034,2160,690,13,13,0,0,0,0
1/13/2023,DIS_BI322,ZONA_TP6702,3,DIA,0.054,3120,2520,1080,340,6.5,65,0,0,0,0
1/13/2023,Shotcrete-35MPa-Development,ZONA_GD8009,3,DIA,0.054,4800,0,1540,440,25.8,9,3,0,0,12
1/13/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3,DIA,0.054,4800,0,1540,440,25.8,9,3,0,0,12
1/13/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.054,9610,0,3080,880,51.6,18,6,0,0,24
1/13/2023,Shotcrete-35MPa-Development,ZONA_CP5875,6,DIA,0.054,9610,0,3080,880,51.6,18,6,0,0,24
1/13/2023,Shotcrete-35MPa-Development,ZONA_FV3705,6,DIA,0.054,9610,0,3080,880,51.6,18,6,0,0,24
1/13/2023,Shotcrete-35MPa-Development,MINA-KISA 1170 CUARTO ELECTRICO,5,NOCHE,0.051,7980,0,2565,760,43,15,5,0,0,20
1/13/2023,DIS_BI322,MINA-KURI 1155 BODEGA # 2,6,NOCHE,0.051,6221,5034,2160,680,13,13,0,0,0,0
1/13/2023,Shotcrete-35MPa-Development,MINA-KISA 1170 CUARTO ELECTRICO,6,NOCHE,0.065,9660,0,3080,810,51.6,18,6,0,0,24
1/13/2023,DIS_BI322,MINA-KURI 1155 BODEGA # 2,6,NOCHE,0.065,6300,5034,2160,580,13,3,0,0,0,0
1/14/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,6,DIA,0.095,9990,0,3080,450,51.6,18,6,0,0,24
1/14/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,1,DIA,0.095,1670,0,513,75,8.6,3,1,0,0,4
1/14/2023,Shotcrete-35MPa-Development,ZONA_GG5481,5,DIA,0.095,8320,0,2570,370,43,15,5,0,0,20
1/14/2023,Shotcrete-35MPa-Development,MINA-KISA 1170 C128 RECAPEO,6,DIA,0.095,9990,0,3080,460,51.6,18,6,0,0,24
1/14/2023,Shotcrete-35MPa-Development,ZONA_LI4673,6,DIA,0.084,9880,0,3080,570,51.6,18,6,0,0,0
1/14/2023,Shotcrete-35MPa-Development,ZONA_LI4673,6,DIA,0.084,9880,0,3080,580,51.6,18,6,0,0,0
1/14/2023,Concrete-21 Mpa ,PASTE PLANT - REPLANTILLO,2,DIA,0.084,2250,1630,640,190,3.8,3.8,0,0,0,0
1/14/2023,Shotcrete-35MPa-Development,MINA-KISA 1245 ACCESO VENTILACION,5,NOCHE,0.075,8166,0,2565,550,43.15,5,0,0,0,0
1/14/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,NOCHE,0.075,9800,0,3080,660,51.6,18,6,0,0,24
1/14/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,NOCHE,0.075,9799,0,3080,670,51.6,18,6,0,0,24
1/14/2023,Shotcrete-35MPa-Development,ZONA_MW3299,6,NOCHE,0.075,9805,0,3080,670,51.6,18,6,0,0,24
1/15/2023,Shotcrete-35MPa-Development,ZONA_MO6982,6,DIA,0.065,9710,0,3080,770,51.6,18,6,0,0,24
1/15/2023,DIS_BI322,ZONA_IL2802,6,DIA,0.065,6310,5030,2160,600,13,13,0,0,0,0
1/15/2023,Shotcrete-35MPa-Development,ZONA_OE6528,6,DIA,0.065,9710,0,3080,780,51.6,18,6,0,0,24
1/15/2023,DIS_BI322,ZONA_IL2802,4,DIA,0.06,4210,3350,1440,420,8.6,8.6,0,0,0,0
1/15/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6,DIA,0.06,9660,0,3080,820,51.6,18,6,0,0,24
1/15/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6,DIA,0.06,9660,0,3080,820,51.6,18,6,0,0,24
1/15/2023,Shotcrete-35MPa-Development,ZONA_LE7141,6,NOCHE,0.072,9772,0,3080,700,51.6,18,6,0,0,24
1/15/2023,Shotcrete-35MPa-Development,ZONA_LE7141,6,NOCHE,0.072,9770,0,3080,700,51.6,18,6,0,0,24
1/15/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,NOCHE,0.072,9772,0,3080,710,51.6,18,6,0,0,24
1/15/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3.5,NOCHE,0.072,5700,0,1800,400,30.1,10.5,3.5,0,0,14
1/16/2023,Shotcrete-35MPa-Development,ZONA_OI1783,6,DIA,0.066,9720,0,3080,750,51.6,18,6,0,0,24
1/16/2023,DIS_BI322,ZONA_MW5415,6,DIA,0.066,6320,5030,2160,580,13,13,0,0,0,0
1/16/2023,Shotcrete-35MPa-Development,ZONA_TD0627,6,DIA,0.066,9720,0,3080,760,51.6,18,6,0,0,24
1/16/2023,DIS_BI322,ZONA_IL2802,3,DIA,0.066,3160,2520,1080,300,6.5,6.5,0,0,0,0
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 1170 BODEGA 2,6,DIA,0.066,9720,0,3080,760,51.6,18,6,0,0,0
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 1170 BODEGA 2,6,DIA,0.066,9720,0,3080,760,51.6,18,6,0,0,0
1/16/2023,Shotcrete-35MPa-Development,ZONA_NN7685,6,DIA,0.066,9720,0,3080,770,51.6,18,6,0,0,24
1/16/2023,Shotcrete-35MPa-Development,ZONA_SD6348,6,NOCHE,0.058,9641,0,3080,820,51.6,18,6,0,0,12
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 11 70 BODEGA #2,6,NOCHE,0.058,9640,0,3080,830,51.6,18,6,0,0,0
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 11 70 BODEGA #2,6,NOCHE,0.058,9640,0,3080,830,51.6,18,6,0,0,0
1/16/2023,DIS_BI322,ZONA_UK9260,6,NOCHE,0.058,9639,5034,2160,650,13,13,0,0,0,0
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 11 70 BODEGA #2,6,NOCHE,0.058,6264,0,3080,840,51.6,18,6,0,0,0
1/16/2023,Shotcrete-35MPa-Development,MINA-KISA 11 70 BODEGA #2,6,NOCHE,0.058,9640,0,3080,840,51.6,18,6,0,0,0
1/17/2023,Shotcrete-35MPa-Development,ZONA_PN2729,6,DIA,0.052,9590,0,3080,900,51.6,18,6,0,0,24
1/17/2023,DIS_BI322,ZONA_IL2802,6,DIA,0.052,6230,5030,2160,660,13,13,0,0,0,0
1/17/2023,DIS_BI322,ZONA_IL2802,6,DIA,0.056,6260,5030,2160,640,13,13,0,0,0,0
1/17/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.056,9620,0,3080,870,51.6,18,6,0,0,24
1/17/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.056,9620,0,3080,870,51.6,18,6,0,0,24
1/17/2023,Shotcrete-35MPa-Development,ZONA_OY9486,6,DIA,0.056,9620,0,3080,870,51.6,18,6,0,0,24
1/17/2023,Shotcrete-35MPa-Development,ZONA_UX1526,6,NOCHE,0.058,9641,0,3080,840,51.6,18,6,0,0,24
1/17/2023,Shotcrete-35MPa-Development,ZONA_QJ3408,6,NOCHE,0.058,9640,0,3080,850,51.6,18,6,0,0,24
1/17/2023,DIS_BI322,ZONA_BG7158,6,NOCHE,0.058,6270,5034,2160,650,13,13,0,0,0,0
1/18/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6,NOCHE,0.056,9623,0,3080,860,51.6,18,6,0,0,24
1/18/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,3,NOCHE,0.056,4810,0,1540,420,25.8,9,3,0,0,12
1/18/2023,DIS_BI322,ZONA_BG7158,4,NOCHE,0.056,4170,3360,1440,480,8.6,8.6,0,0,0,0
1/18/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,NOCHE,0.056,9620,0,3080,820,51.6,18,6,0,0,24
1/18/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3,NOCHE,0.06,4830,0,1540,410,25.8,9,3,0,0,12
1/19/2023,Shotcrete-35MPa-Development,ZONA_PN2729,6,DIA,0.082,9870,0,3080,590,51.6,18,6,0,0,24
1/19/2023,Shotcrete-35MPa-Development,ZONA_BP8104,3,DIA,0.089,4970,0,1540,250,25.8,9,3,0,0,12
1/19/2023,Shotcrete-35MPa-Development,ZONA_XY5255,3,DIA,0.089,4970,0,1540,250,25.8,9,3,0,0,12
1/19/2023,Shotcrete-35MPa-Development,ZONA_LY3539,6,DIA,0.08,9850,0,3080,610,51.6,18,6,0,0,24
1/19/2023,Shotcrete-35MPa-Development,ZONA_LY3539,3,DIA,0.08,4920,0,1540,310,25.8,9,3,0,0,12
1/19/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,3,DIA,0.08,4920,0,1540,310,25.8,9,3,0,0,12
1/19/2023,Shotcrete-35MPa-Development,ZONA_LF9560,6,NOCHE,0.075,9799,0,3080,660,51.6,18,6,0,0,24
1/19/2023,Shotcrete-35MPa-Development,ZONA_BP8104,6,NOCHE,0.075,9800,0,3080,670,51.6,18,6,0,0,24
1/19/2023,Shotcrete-35MPa-Development,ZONA_BP8104,6,NOCHE,0.075,9800,0,3080,680,51.6,18,6,0,0,12
1/20/2023,Shotcrete-35MPa-Development,ZONA_TV7056,6,DIA,0.074,9790,0,3080,670,51.6,18,6,0,0,24
1/20/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,DIA,0.074,9790,0,3080,680,51.6,18,6,0,0,24
1/20/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,3,DIA,0.063,4850,0,1540,390,25.8,9,3,0,0,12
1/20/2023,Shotcrete-35MPa-Development,ZONA_OY9486,3,DIA,0.063,4850,0,1540,390,25.8,9,3,0,0,12
1/20/2023,DIS_BI322,ZONA_MW5415,6,NOCHE,0.058,6294,5034,2160,600,13,13,0,0,0,0
1/20/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,6,NOCHE,0.058,9641,0,3080,840,51.6,18,6,0,0,24
1/20/2023,Shotcrete-35MPa-Development,ZONA_LQ1352,6,NOCHE,0.058,9640,0,3080,840,51.6,18,6,0,0,24
1/20/2023,Shotcrete-35MPa-Development,ZONA_LQ1352,6,NOCHE,0.058,9641,0,3080,830,51.6,18,6,0,0,24
1/21/2023,Shotcrete-35MPa-Development,ZONA_BP8104,5,DIA,0.064,8080,0,2565,650,43,15,5,0,0,20
1/21/2023,Shotcrete-35MPa-Development,ZONA_ES7698,1,DIA,0.064,1620,0,515,130,8.6,3,1,0,0,4
1/21/2023,Shotcrete-35MPa-Development,ZONA_MW5823,6,DIA,0.06,9660,0,3080,820,51.6,18,6,0,0,24
1/21/2023,DIS_BI322,ZONA_TP6702,1,DIA,0.06,1050,840,360,100,2.2,2.2,0,0,0,0
1/21/2023,DIS_BI322,ZONA_IL2802,5,DIA,0.06,5230,4200,1800,510,10.8,10.8,0,0,0,0
1/21/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,NOCHE,0.055,9613,0,3080,870,51.6,18,6,0,0,24
1/21/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,4,NOCHE,0.055,6410,0,2052,580,34.4,12,4,0,0,20
1/21/2023,Shotcrete-35MPa-Development,ZONA_NV1512,6,NOCHE,0.055,9615,0,3080,880,51.6,18,6,0,0,24
1/22/2023,DIS_BI322,ZONA_YJ5353,5,DIA,0.054,5200,4200,1800,560,10.8,10.8,0,0,0,0
1/22/2023,DIS_BI322,ZONA_YJ5353,5,DIA,0.054,5200,4200,1800,580,10.8,10.8,0,0,0,0
1/22/2023,DIS_BI322,ZONA_IL2802,6,DIA,0.05,6220,5030,2160,700,13,13,0,0,0,0
1/22/2023,DIS_BI322,ZONA_IL2802,6,DIA,0.05,6220,5030,2160,700,13,13,0,0,0,0
1/22/2023,Shotcrete-35MPa-Development,ZONA_TV7056,6,NOCHE,0.0495,9562,0,3080,900,51.6,18,6,0,0,24
1/22/2023,Shotcrete-35MPa-Development,ZONA_TV7056,3,NOCHE,0.0495,4781,0,1540,450,25.8,9,3,0,0,12
1/22/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,5,NOCHE,0.0495,7970,0,2565,770,43,15,5,0,0,20
1/22/2023,Shotcrete-35MPa-Development,ZONA_ZR4389,5,NOCHE,0.0495,7969,0,2565,770,43,15,5,0,0,20
1/22/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,6,NOCHE,0.0495,9562,0,3080,920,51.6,18,6,0,0,24
1/22/2023,Shotcrete-35MPa-Development,ZONA_KZ9739,4,NOCHE,0.0495,6380,0,2052,620,51.6,12,4,0,0,16
